Date|Open|High|Low|Close|Adj Close|Volume|ativo
2022-01-03|93.77999877929688|94.93000030517578|91.5|92.18000030517578|78.77993774414062|7840.0|XPIN11.SA
2022-01-04|92.55000305175781|94.4800033569336|91.54000091552734|92.98999786376953|79.47221374511719|3301.0|XPIN11.SA
2022-01-05|92.98999786376953|94.0|90.76000213623047|91.97000122070312|78.6004867553711|4678.0|XPIN11.SA
2022-01-06|91.7699966430664|92.44000244140625|91.4000015258789|92.05000305175781|78.66885375976562|3390.0|XPIN11.SA
2022-01-07|92.41999816894531|92.41999816894531|90.18000030517578|90.19000244140625|77.0792465209961|3830.0|XPIN11.SA
2022-01-10|90.1500015258789|92.41000366210938|90.12999725341797|91.02999877929688|77.797119140625|4585.0|XPIN11.SA
2022-01-11|91.02999877929688|92.58000183105469|90.19999694824219|90.25|77.13052368164062|5107.0|XPIN11.SA
2022-01-12|90.30000305175781|92.41000366210938|90.30000305175781|92.41000366210938|78.97653198242188|7175.0|XPIN11.SA
2022-01-13|92.37999725341797|93.98999786376953|91.02999877929688|91.9000015258789|78.54065704345703|4778.0|XPIN11.SA
2022-01-14|92.0|93.12000274658203|91.9000015258789|93.11000061035156|79.57476043701172|7149.0|XPIN11.SA
2022-01-17|93.16000366210938|94.0999984741211|92.0|93.8499984741211|80.2071762084961|5416.0|XPIN11.SA
2022-01-18|92.83999633789062|93.0|91.87000274658203|92.37999725341797|78.95088195800781|6080.0|XPIN11.SA
2022-01-19|92.38999938964844|92.5999984741211|91.8499984741211|92.19999694824219|78.79705047607422|6631.0|XPIN11.SA
2022-01-20|92.20999908447266|92.55000305175781|91.01000213623047|92.16000366210938|78.76287078857422|5164.0|XPIN11.SA
2022-01-21|92.16000366210938|92.16000366210938|91.38999938964844|91.4000015258789|78.11335754394531|3851.0|XPIN11.SA
2022-01-24|91.4000015258789|91.73999786376953|90.9000015258789|90.93000030517578|77.71166229248047|5826.0|XPIN11.SA
2022-01-25|90.94000244140625|91.54000091552734|90.41000366210938|90.5199966430664|77.36125946044922|4534.0|XPIN11.SA
2022-01-26|90.01000213623047|90.18000030517578|87.19999694824219|89.80000305175781|76.74594116210938|9899.0|XPIN11.SA
